rf;WIG;SMB;HML;WML;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16
0,004783333;0,043098348;0,064964458;0,033781408;0,034925902;0,246481767;0,042649525;0,157256204;0,216892556;0,150017617;0,150276948;0,037175836;0,104084193;0,106454506;0,076796942;0,034413959;0,061763593;0,046942662;0,052343743;0,022778205;0,150060695
0,00485;-0,003755146;0,026981551;0,047745053;0,024220478;0,033555993;0,034952582;0,048482759;0,158509;0,094232127;0,041258755;-0,042373124;0,027015457;0,107826396;0,037687756;0,027123338;0,028594892;-0,005105894;0,018493913;-0,010769603;-0,063987709
0,004925;0,012537435;-0,002630575;0,029917928;0,082119308;0,170697157;0,049513348;0,073349469;0,04871899;-0,157713719;0,127448157;0,019597336;0,046245912;0,017333703;0,027163644;0,124269462;0,124290694;0,004933982;-0,007929577;0,010696561;0,01754431
0,005291667;-0,027010492;-0,004899768;0,042999702;0,003828441;-0,122737562;0,209781789;-0,06667506;-0,16393851;0,002511799;0,012952647;-0,041834343;0,062222294;-0,110014566;-0,031455885;-0,051176408;-0,017969108;-0,022924473;-0,046177517;-0,035692237;0,034191365
0,005766667;0,012877568;-0,026900865;-0,023735186;-0,003032922;-0,00673826;0,029949188;-0,040543447;-0,100571141;-0,149422699;-0,011554551;0,038890149;-0,019301389;-0,004074049;-0,021332697;0,008089822;0,020641425;-0,006432761;0,009593116;0,035537446;0,00236855
0,005716667;-0,016814183;0,020919197;-0,024373151;0,106269757;-0,039049692;-0,111313469;-0,013790656;0,118129556;-0,086103628;-0,027999635;0,094312251;0,056274841;-0,031424429;-0,016748276;0,010618383;0,045848454;-0,034408758;-0,011756948;-0,005857959;0,234839591
0,006083333;0,019042835;0,003419827;0,039240804;-0,01685407;-0,035391422;0,110748649;0,025577804;-0,032648228;0,013044642;-0,043018298;0,084832843;0,053859288;0,150526905;0,069318623;0,036484108;0,008043178;0,027053947;-4,09E-05;-0,009536448;0,072657646
0,006216667;0,032583505;0,005496241;-0,031955949;0,041513101;0,091502549;0,046318453;0,065610451;0,05747141;-0,045681523;0,015126914;0,020992067;0,101477443;0,062908345;0,01449237;-0,008604678;0,01749279;0,00838024;0,036383159;0,054479485;-0,005390849
0,006116667;0,000372258;-0,009794679;0,002056894;0,014122409;-0,071904048;-0,023931149;-0,024696318;-0,055766502;-0,05228874;-0,051078595;0,002786286;0,013599117;-0,070422464;-0,040331997;-0,032008847;-0,049432898;-0,040824437;0,027790312;-0,055179244;-0,139761942
0,005783333;-0,019732155;-0,045967846;-0,063813034;-0,003017559;-0,011791134;-0,03949044;-0,064372812;-0,044841062;-0,126307719;-0,221548614;-0,06414731;-0,07258334;-0,006487253;-0,031750765;-0,053138132;-0,016961844;-0,027767478;-0,013993231;-0,019103328;0,220787838
0,005583333;0,033264618;0,003910107;0,024008211;-0,048288701;0,014390704;0,025772677;-0,015621993;0,043803349;0,072920925;0,015408198;0,000930917;-0,039624422;0,054558899;-0,009376551;-0,006982233;0,026588218;0,059110526;0,038499904;0,048148046;-0,054267965
0,005308333;-0,032502252;0,04527384;0,036726196;0,001194783;0,070560765;0,029125993;0,028481681;0,072977817;0,021768321;-0,015799758;-0,010160893;-0,002177351;-0,033138158;-0,044535753;-0,02444406;-0,048466648;-0,052201932;-0,00833312;-0,023472462;0,038460156
0,0052;0,068002715;-0,005485871;-0,005710651;0,008232648;-0,01685406;-0,015148341;0,056229168;-0,005061523;-0,004685637;-0,023996129;-0,047405978;0,020682056;0,004562524;-0,002690538;-0,015690332;-0,019662116;0,05118163;0,030176582;0,067246838;0,039755211
0,0046;-0,039171757;-0,038285738;-0,038724088;0,014731805;-0,109508438;-0,092135259;-0,121022608;-0,072037986;-0,069431179;-0,109452729;-0,027716386;-0,046281198;-0,069726134;-0,046382381;0,025624013;-0,050213474;-0,026936332;-0,029649807;-0,052163701;-0,031713897
0,004591667;-0,056810111;-0,015551729;0,011023005;0,021327362;-0,112038066;-0,058708245;-0,059878926;-0,118381908;-0,09066032;-0,059352879;-0,011251412;-0,03867929;-0,065921547;-0,019395914;-0,100802045;-0,07837195;-0,093592296;-0,052413265;-0,054389639;-0,067158049
0,004358333;0,028222819;0,004440487;0,026636267;-0,004729605;0,005721215;-0,000233582;0,124887795;0,032769318;0,035343039;-0,036644302;-0,02368584;0,022612091;0,035590933;0,001773584;0,028216844;0,016162737;0,008765346;0,011835552;0,029710602;0,01647011
0,00425;0,062630638;-0,005656584;0,015816549;0,008702827;0,050403039;0,120624935;0,003068659;0,051720115;0,036701964;0,040226841;0,036173345;0,013842492;-0,006015437;0,020953127;0,024374094;0,053341272;0,050129888;0,016530991;0,066785566;0,050371662
0,003825;0,058097272;-0,005878532;-0,004141345;-0,008332971;0,110913034;0,080989287;0,044638086;-0,048535704;-0,006474225;0,054165371;0,160203428;0,046104821;0,042604047;0,041028237;-0,022022446;0,080411951;-0,017083086;0,030685845;0,007451891;0,04385957
0,003483333;0,019052972;-0,041737228;-0,03541667;0,071527552;-0,058802148;-0,059752908;-0,05533845;-0,030315844;-0,057417931;0,013544557;0,009289889;0,015816757;-0,025783065;-0,073444863;0,059429898;0,014555031;0,006722644;0,003577128;0,05040075;0,043524246
0,003683333;0,05470714;0,018311115;0,010125317;0,026138762;0,033055647;0,098091052;-0,015120784;0,019366989;0,068367892;0,059011335;0,019742366;0,023449742;-0,050915712;-0,024246716;-0,000472792;0,049177075;-0,078802386;-0,005531664;0,054251602;0,054026821
0,003433333;-0,071533175;0,019489794;-0,009673612;-0,002296261;0,003234445;-0,032848174;0,03450896;0,06847403;0,000799967;-0,0241732;-0,028056783;-0,034295442;-0,106513001;-0,027650993;0,008620037;-0,061112266;0,005903957;0,00526366;-0,021908035;-0,041970052
0,003541667;0,030160221;0,02860707;0,004076717;0,074898449;0,014885889;0,075135012;0,021564564;0,28645693;-0,070419034;0,006331326;0,021700975;-0,006670669;-0,011241826;0,029098442;0,040214877;0,049164428;0,026305198;-0,026472057;-0,148113982;0,039064371
0,003641667;0,039097747;0,01969164;-0,012875943;0,005737882;0,085613787;0,050783589;0,095298401;0,027899341;0,033818674;0,024043805;0,061528307;0,116021477;0,057908668;0,055805866;0,084584827;0,07549687;0,067528182;0,057151405;0,050329086;0,069358629
0,0036;0,04534976;0,085136339;0,003482187;-0,029587919;0,246651847;0,232885008;0,324241702;0,182317165;0,121101646;0,13774288;0,193447443;0,192190445;0,071690025;0,101403359;0,214016323;0,102873616;0,052228777;0,09169315;0,018684134;0,083333528
0,003516667;0,017717439;0,02795905;0,015733447;0,019036705;0,00350755;0,127657548;0,072513369;0,075179189;0,052208927;0,080257719;0,108541187;0,046469329;0,024414408;-0,009304608;0,079469959;-0,009539222;0,019296155;0,002984979;0,024470489;0,070532938
0,003233333;0,022589564;0,044217812;0,05878879;-0,023239916;0,084401191;0,102598257;0,05461547;0,110118496;0,046081338;0,18848867;0,08498765;-0,02068454;0,074372551;0,065662468;0,012758817;0,065540064;0,02931781;-0,008389466;-0,03794484;0,045096121
0,003275;0,07054477;0,055810573;0,069536393;0,006791038;0,052874983;0,097977711;0,031887325;0,05329261;0,101533917;0,043224874;0,139890733;0,082948823;0,011755789;-0,001171605;0,042654004;-0,038722775;0,044743609;0,068244793;0,022144771;0,095936843
0,003308333;-0,109053159;-0,030463693;0,003417024;-0,018049804;-0,099570806;-0,011002329;-0,117215185;-0,193962037;-0,099502235;-0,064011043;-0,074763814;-0,156810622;-0,042486904;-0,084228036;-0,066763415;-0,052104734;-0,147512936;-0,140986561;-0,091715515;-0,056376028
0,003383333;0,013328219;-0,023971467;0,027786482;-0,034159647;-0,05469685;-0,057419432;-0,026036794;-0,13551762;-0,009429042;0,050585704;0,026955741;-0,073657165;-0,039676999;0,006715304;-0,01163418;-0,012718635;0,023269181;-0,013582327;0,004890361;-0,089823115
0,0035;0,115147421;-0,00686634;-0,007525557;0,033200687;0,059380888;0,08705724;0,007748988;0,045527162;0,061746418;0,13168206;0,166023476;0,132708565;0,121596032;0,015764935;0,089433261;0,112014559;0,117090536;0,132805862;0,08622583;0,120591663
0,003591667;-0,043329504;0,042413599;0,026879058;0,013889271;0,105283107;0,046237852;0,090657287;-0,00949456;-0,068094762;0,013132364;0,091409396;0,016167153;-0,04324098;-0,00227881;0,121507342;0,003890725;-0,039765862;-0,029168268;0,018791403;0,008148789
0,003675;0,009222285;0,001215747;0,003836352;-0,0650511;0,107757953;0,088642745;0,056217824;-0,103961874;0,054428211;0,047514826;0,07864388;0,038059411;0,104116206;0,101678209;0,093227089;-0,01659172;0,026947971;0,029989767;0,029368099;0,041024633
0,0037;0,065107644;0,021363065;-0,005319352;0,018447459;0,197885995;0,056729286;0,117261748;0,127011986;0,087750023;0,035591327;0,033733276;0,078022307;-0,022362267;0,069984174;0,036771274;0,087622107;0,055088197;0,111643925;0,076455726;0,121258111
0,003616667;0,055191866;0,021886257;-0,006198402;0,07579195;0,12436822;0,11864455;0,152089174;0,095026481;0,050628731;-0,005392344;0,026217129;0,167602865;-0,021715156;0,187365622;0,090009557;0,136782211;0,047130042;0,056862668;0,06837777;0,089202868
0,00355;-0,007310292;-0,007927582;0,025870902;-0,020663648;-0,105670753;-0,045968388;-0,052371854;0,053088643;-0,075762541;-0,078629377;-0,032482818;-0,023096979;-0,005785871;-0,052562026;-0,096954676;-0,12237266;0,024832309;-0,003247281;-0,036908106;-0,15028639
0,003508333;0,059960843;-0,019622037;0,009399774;0,026792299;0,026346061;0,066128408;0,089709832;-0,00909721;-0,00667684;0,055755931;0,139023998;0,014317015;0,087520801;0,038922188;0,040035327;0,021629901;-0,011789385;0,085577058;0,131362705;0,165648181
0,003408333;-0,069229692;-0,001818803;-0,00037727;0,014665646;0,023502614;-0,071079943;-0,098623622;-0,1125625;-0,027706562;0,034325247;0,003170336;0,05927054;-0,050120828;0,00177457;-0,211103601;0,058395019;-0,046448001;-0,058414284;-0,044641078;-0,005527452
0,003416667;0,107155047;0,094417608;-0,02090703;0,021154876;0,283035202;0,259466548;0,158673275;0,1688031;0,119351752;0,099429219;0,157310426;0,231246117;0,089861747;0,043191581;0,078701998;0,182250624;0,081500245;0,114785832;0,092603824;0,107266824
0,00355;0,047725975;-0,011308022;-0,000290336;0,055206123;0,062923215;0,061447674;0,036735556;0,032059734;0,060789207;-0,007592844;0,1481624;0,058650722;0,012811185;0,036077884;0,064838265;0,127426514;-0,030638779;0,021363199;0,070226482;0,132440751
0,003683333;0,048540755;0,003092052;0,114063086;0,007787237;0,044216135;0,038713185;0,057557031;0,152717861;0,093402314;0,047788746;0,038974648;0,023699064;0,052855833;0,06650579;0,03711686;0,048507821;0,043005004;0,071234732;0,055510823;0,084317447
0,003733333;0,018716103;-0,019140615;0,026570117;-0,005908258;0,045673607;0,01622275;0,052845592;0,1233361;0,052274119;-0,013002674;-0,042624972;-0,035844261;0,02183621;0,062328622;0,024577224;0,047566778;0,001636439;0,014788103;-0,027938346;0,043458896
0,00365;-0,034073842;-0,003452921;0,043555289;-0,062667547;-0,103590441;-0,055508764;-0,100806279;-0,181720509;-0,069906456;-0,039243639;-0,074429054;-0,134831909;-0,080000798;-0,03302734;-0,186780837;-0,068530234;0,005796991;-0,063967196;-0,083600191;-0,141273319
0,004016667;-0,030816784;-0,050664656;0,024782738;0,031301792;-0,070929706;-0,185753703;-0,199545434;-0,0243021;-0,093976466;-0,028237385;-0,083637688;-0,079262989;-0,067922764;-0,088518251;-0,107753461;-0,01760783;-0,075468049;-0,015250475;-0,009774478;0,000106344
0,004016667;-0,0145889;0,003541096;-0,051305275;0,001406936;-0,017248558;-0,033914938;-0,138703185;0,01759884;-0,054097228;-0,070139825;-0,015279237;-0,003683767;-0,097185282;-0,014085507;-0,099751065;-0,038700014;0,003631493;-0,019537883;-0,025236166;-0,033993224
0,00415;0,049631855;-0,038947129;0,023530055;-0,040821136;-0,002783788;0,001193743;0,035701688;-0,323971044;0,006677813;-0,019074729;-0,019252139;0,014442834;0,015187094;0,052562936;0,040639161;0,009775391;0,029065158;0,049011102;0,042873284;0,0577533
0,004283333;-0,042967376;-0,068652465;-0,022502321;0,068199565;-0,190034502;-0,159028344;-0,21068469;-0,186061656;-0,203545142;-0,236269988;-0,252253583;-0,12959954;-0,169223595;-0,099872931;-0,096268217;-0,105935145;-0,187774887;-0,081471303;-0,105338612;-0,08270376
0,004425;-0,00675478;-0,055815698;-0,036946904;0,087058544;-0,203140281;-0,032421137;-0,077758264;0,200326113;-0,088479086;-0,024172407;-0,08472796;-0,030356797;-0,089562425;0,048658086;-0,039571358;0,013336786;0,03809058;-0,018413918;-0,120298682;-0,003681753
0,004783333;-0,155618483;0,020201776;0,019905961;-0,014695399;-0,099307564;-0,089312277;-0,094518054;-0,10481577;-0,184237988;-0,136311177;-0,153249705;-0,106858845;-0,109761765;-0,159141623;-0,154536643;-0,145381701;-0,023594222;-0,119246613;-0,180657544;-0,196359575
0,00471;-0,037217401;0,000910117;-0,026371924;0,029634221;-0,068150786;-0,009544493;-0,009127156;-0,053178621;-0,035913139;0,031398854;-0,02316009;-0,020958322;-0,057516905;-0,078048406;-0,008915443;6,20E-05;-0,051262706;-0,078364272;-0,033148565;0,015841061
0,00471;0,026051837;0,000669913;0,006789172;-0,015854214;0,010688445;-0,010873695;0,063550845;-0,130109612;0,021572241;-0,010959196;0,007914521;-0,026052111;0,002224836;0,011641275;-0,001955898;0,025228628;-0,072351015;0,022290824;0,013056533;0,011833443
0,005191667;-0,04493318;-0,042704932;-0,040650495;0,11505556;-0,201125786;-0,111812827;-0,048938138;-0,109967062;-0,150738355;-0,099636712;-0,077306013;-0,088600505;-0,110267535;-0,121630385;-0,067902862;0,010544684;-0,07446217;-0,093221487;-0,053708999;-0,026658821
0,005191667;-0,022277884;-0,024778586;-0,05390686;0,038128001;-0,074298358;-0,019871074;-0,072989583;-0,042180582;-0,055736082;-0,128002758;-0,062221363;-0,017048777;-0,088614264;-0,045888617;-0,061464651;-0,077917019;-0,067004715;-0,049265274;0,009080269;-0,04511517
0,005283333;-0,12525103;-0,036704326;-0,046215952;0,076112852;-0,21143055;-0,186705233;-0,10413052;-0,289081057;-0,261203206;-0,196636037;-0,167595215;-0,141124501;-0,166309387;-0,162364601;-0,16860795;-0,113569811;-0,233447989;-0,138323945;-0,178671341;-0,114722927
0,005635;0,040610888;0,05796403;0,066152473;-0,0888535;0,117691772;0,017944738;0,050754333;-0,021922526;0,094719967;-0,02656085;-0,063420857;-0,031205243;0,110918088;-0,061981866;-0,025756147;-0,042432716;-0,168952383;-0,087574514;0,011463176;-0,037758987
0,005639167;-0,042883108;0,021489101;0,009056293;0,000458998;0,006468643;-0,027960815;0,004381296;0,093756706;0,039352267;-0,070593791;-0,033975696;-0,039266293;-0,036665222;-0,026709996;-0,093868693;-0,034494421;-0,001316883;0,00650069;-0,012000454;-0,043042571
0,005408333;-0,084434149;-0,019596779;-0,014935384;0,044443626;-0,131041226;-0,205114333;-0,131588657;-0,20143655;-0,145132502;-0,131437158;-0,059635268;-0,035260103;-0,10629162;-0,137592815;-0,088343639;-0,044624549;-0,178294754;-0,125937516;-0,041783103;-0,089975172
0,005355;-0,290930765;0,07785764;-0,032449051;0,054375017;-0,24481883;-0,27615806;-0,299363543;-0,257434977;-0,191305981;-0,275752408;-0,283889124;-0,129344389;-0,370357416;-0,364190975;-0,217548836;-0,254126124;-0,549120075;-0,420180445;-0,330694424;-0,273456135
0,005329167;-0,053042649;0,068899584;-0,052027427;0,106472313;-0,032790797;-0,056329953;0,024241279;-0,041748173;-0,104427144;-0,162154585;-0,046828187;-0,079996266;-0,374580905;-0,121236455;-0,086487696;-0,073021701;-0,302986772;-0,078383847;-0,140325724;-0,007996637
0,005595;0,017576696;-0,029805267;-0,023582326;-0,008793004;-0,069133078;-0,032134824;-0,006286254;0,034329535;-0,124195442;-0,040502057;-0,086700287;-0,012281216;0,042931593;0,009485544;-0,153689077;-0,051715471;0,06733694;-0,021254217;-0,028397021;0,014254611
0,005595;-0,143372317;-0,004598712;0,041959928;0,006880747;-0,142581315;-0,075374821;-0,078451926;0,01311443;-0,108706217;-0,092299116;-0,081920597;-0,125305287;-0,063567121;-0,121808357;-0,09307488;-0,047497686;0,020376539;-0,155669289;-0,24208958;-0,08059705
0,003858333;-0,10120062;0,012375982;-0,003090523;0,029052504;0,003385111;-0,053750024;-0,014849679;-0,089458351;-0,260357395;-0,103654308;-0,132520239;-0,121387903;-0,15404964;-0,026580356;-0,117454591;-0,069638726;-0,00715399;-0,063125639;-0,129241229;-0,047959064
0,004314167;0,094717547;0,054873633;0,152921123;-0,156321049;0,188269148;0,168565736;0,116549457;0,111451354;0,377438424;0,197998826;0,158839291;0,100498192;0,235627227;0,138715815;0,129565517;0,13899159;0,293013762;0,164985288;0,073147518;0,040077745
0,0040475;0,179784297;-0,000974325;0,128613151;-0,153935998;0,31370209;0,149801555;0,189430333;0,131018722;0,261987813;0,197436061;0,135913141;0,095156749;0,307917761;0,202344572;0,158822248;0,15858154;0,265687203;0,247357887;0,190861384;0,115556113
0,004130833;-0,027574054;-0,040386388;0,013582821;0,01689585;-0,040248058;-0,043061439;-0,055448935;-0,00075188;-0,009197281;-0,066382908;-0,01874437;-0,033255591;0,060121217;-0,018548501;-0,015170774;0,064540436;-0,016616257;-0,009741621;0,020421882;-0,036521703
0,004228333;-0,016075418;0,012222683;0,048666086;-0,021866635;0,03824225;-0,004054033;-0,000411221;-0,010449891;0,097074848;0,012818003;0,018369885;0,06189245;-0,021534143;-0,025855053;-0,026779891;0,022203941;0,021942134;0,013803347;-0,025455971;-0,016080899
0,003745833;0,135161741;0,019855418;0,0297765;-0,034454515;0,083663894;0,116029486;0,121363531;0,051782962;0,122663673;0,141541289;0,050505567;0,082594292;0,124259165;0,073310864;0,100623563;0,082063596;0,169945306;0,157812497;0,098566502;0,062101072
0,003568333;0,058079065;-0,003836755;0,049405113;-0,063710095;0,089893978;0,061301766;0,022545884;0,069885756;0,152430576;0,177898635;0,09671484;0,027725658;0,107771355;0,137798996;0,077223681;0,088761867;0,247180791;0,094483546;0,082501941;0,022531977
0,003561667;0,001991462;0,000791294;0,013507579;0,03934306;-0,032478581;0,082633111;0,060122874;0,025061683;-0,051389464;-0,009549991;0,012560765;0,003385627;-0,020447989;-0,022369451;0,000762233;-0,012414686;-0,032602224;0,006754673;-0,018107663;0,051151983
0,003664167;0,002526831;0,006782344;0,00523368;0,048469961;-0,051626039;-0,015870008;-0,058191863;0,139097492;-0,048482794;-0,039112159;-0,057004708;-0,06719975;-0,022564436;-0,022714778;-0,004405844;-0,025135877;-0,06379232;-0,003454322;-0,046212061;0,000165664
0,003519167;0,029650519;0,00492795;0,002952185;0,027489171;0,002372964;0,019099814;-0,021249904;-0,076024923;-0,0498692;-0,015650483;-0,001120776;0,043667304;-0,05113655;0,000144235;-0,013220852;-0,00154702;-0,058790688;-0,009689408;0,017535864;0,022316657
0,003519167;-0,001505937;-0,02167352;0,028151917;-0,04666968;-8,30E-06;-0,024985702;-0,069421012;-0,087447761;-0,006777791;-0,017349833;-0,039530708;-0,071385715;0,033235008;0,007247812;-0,004828143;-0,040717593;0,0196708;0,011958938;0,020446337;-0,017955164
0,003519167;-0,018250824;0,005439758;-0,037412608;-0,028879581;-0,045418787;-0,044258721;0,01620343;-0,018802108;0,041287475;-0,036959489;0,002020156;-0,033997803;-0,013359819;-0,018971625;0,00579685;-0,063668733;0,018849574;-0,012376951;-0,014472489;-0,045109184
0,003313333;-0,029532511;0,001718078;-0,008672233;0,009488969;-0,061854957;0,032020149;0,079133932;-0,022991957;0,0102304;0,050714417;0,038630731;-0,006039058;0,036685212;0,016657159;0,00047534;0,015647481;-0,025238627;0,008036187;-0,01499184;-0,011476693
0,003203333;0,081836446;0,0068362;0,01476159;0,012059757;0,072227452;0,09616317;0,084987351;0,048356768;0,133409537;0,102560781;0,111156816;0,152109932;0,053036801;0,060962897;0,131602237;0,116443099;0,055470698;0,094677741;0,068765863;0,089101652
0,0032575;7,13E-05;0,020471134;0,01746079;-0,017212798;0,073682591;0,055965355;0,050504337;-0,000880817;0,052195514;-0,022954582;-0,014016552;0,002221852;-0,011788493;-0,025980233;-0,000868056;0,028971799;-0,029445159;-0,000792437;0,011613268;0,034748853
0,00308;-0,014823653;-0,01515144;-0,010252482;0,02174202;-0,074484681;-0,062460363;-0,069917592;-0,076087063;-0,068565332;-0,040870282;-0,037540315;-0,053087442;-0,054288197;-0,05003686;-0,043694162;-0,017834154;-0,021635903;-0,04185554;-0,03444572;-0,040590178
0,003206667;-0,0415329;0,01799121;0,002919192;-0,005513174;-0,021533556;-0,046058448;-0,03477571;-0,037959449;-0,071371294;-0,002019174;-0,048197196;-0,081140053;-0,12013496;-0,045838319;-0,064659043;-0,053270527;-0,035451302;-0,049752193;-0,060849806;-0,033147315
0,003393333;0,075931156;0,01478297;0,023589631;-0,002020501;0,090435523;0,065709588;0,091389704;0,097779074;0,029887471;0,05064817;0,056197275;0,105321828;0,084985985;0,038538774;0,045087846;0,03823879;0,104266923;0,043408201;0,063401492;0,053902465
0,003313333;-0,03094167;0,010461582;0,004655724;0,013707441;-0,008844857;0,016950781;-0,027549073;-0,025234838;-0,033936438;-0,026217731;0,020247048;0,020998563;-0,008167893;0,021882869;-0,001581026;0,004793518;0,008298973;-0,014470308;-0,038292736;-0,020084801
0,0032825;0,059837179;-0,001965062;0,008265669;0,002860869;0,030168605;0,046830496;0,090353688;0,03360347;0,047647057;0,004662776;0,022630987;0,00965775;-0,004747188;0,023002076;0,035038018;0,037296374;0,008048067;0,015739168;0,058552394;0,034881819
0,003265;0,01869243;-0,002563312;-0,015841061;0,035355023;-0,003175883;-0,002306529;-0,000971097;0,009849133;-0,010042976;-0,001809725;-0,003461897;-0,006017178;-0,066745384;-0,014012366;0,010772871;0,039712193;-0,046569264;0,014381478;0,022063625;-0,004575832
0,00338;-0,026388076;-0,005847928;-0,025049582;0,032519682;-0,079544889;-0,05077302;-0,030060384;-0,051170884;-0,063084892;0,005330425;-0,001368149;-0,046164372;-0,074566405;-0,029483784;0,024425815;-0,036356086;-0,067849789;-0,034582851;-0,013191297;0,002554524
0,00338;0,025341287;-0,027650019;-0,009066043;0,021871502;-0,009934998;-0,070840195;-0,004223681;0,02363374;0,01855566;-0,019051011;0,029571522;0,000924773;0,010374968;0,016124502;0,001046562;0,036036513;-0,011129433;0,01811824;0,023176476;0,032330654
0,00338;-0,021202385;-0,015342755;0,017023014;0,021301271;-0,037592834;-0,020277746;-0,005599837;0,005221826;-0,024157849;0,020108313;-0,009705556;-0,008285094;-0,011517647;0,007697641;-0,007658338;0,021694127;-0,006617068;-0,02443136;-0,006847619;0,017939021
0,003575833;-0,005024272;0,003675179;0,013017123;0,011054297;-0,00543663;0,010267906;0,025014518;-0,005049913;-0,008274521;0,019650834;0,03841487;0,002187068;-0,014828994;-0,033139529;0,025050861;0,03062285;0,022423723;0,007119438;0,009695766;-0,00416216
0,003756667;0,02939053;-0,020848485;-0,010801223;0,045039089;-0,038447239;-0,033343946;-0,008503807;0,016505664;-0,039950548;-0,006249412;0,014778341;0,017776278;-0,022881449;-0,006800267;0,010984956;0,003204045;-0,04200542;0,015532426;0,031050235;0,023669307
0,003715;0,006447447;0,010478338;0,022194096;-0,003355048;0,029654251;0,011409763;0,042240094;0,017147902;-0,008563686;-0,007565551;-0,039319151;0,027216233;-0,010234475;0,002827575;0,015660475;0,000224997;0,012944661;-0,010890663;-0,018310625;0,006272529
0,003715;-0,005879745;-0,029652342;-0,004069801;0,037144968;-0,06642595;-0,027560089;-0,017894073;-0,072537067;-0,064510585;-0,049309943;-0,05837651;0,016649975;-0,047454072;-0,083866881;-0,025848636;-0,020927409;-0,042200456;-0,030353193;-0,001182632;-0,000693702
0,003715;-0,034528544;-0,015249337;-0,029698981;0,014232077;-0,075405428;-0,068179977;-0,073932546;-0,041013032;-0,066611551;-0,063482932;-0,074305224;-0,064439922;-0,045227739;-0,055749762;-0,060072489;-0,03928849;-0,040587693;-0,0598866;-0,027365296;-0,058064379
0,003715;-0,032943918;-0,021672377;-0,015184411;0,015350706;-0,074097357;-0,074352046;-0,061327443;-0,135629572;-0,124082834;-0,084223977;-0,129027233;-0,075782194;-0,127292057;-0,097582455;-0,069947223;-0,105620747;-0,094564474;-0,103970873;-0,015756294;-0,056519468
0,003715;-0,107094913;-0,016905577;-0,035566546;0,077264308;-0,189210435;-0,140954002;-0,164953085;-0,091959864;-0,150054932;-0,165674341;-0,140263061;-0,130857834;-0,270472758;-0,116619192;-0,182614304;-0,08509028;-0,183814563;-0,214082665;-0,116387746;-0,102615503
0,003715;-0,086053251;-0,059679006;-0,019396957;0,092946007;-0,175213127;-0,108616682;-0,131540589;-0,09903345;-0,214546259;-0,15002795;-0,082623099;-0,13099985;-0,218191398;-0,072181497;-0,074338803;-0,093865187;-0,16865291;-0,116423716;-0,033710661;-0,07413625
0,003715;0,086228932;0,006569237;0,052169241;-0,085590802;0,117408757;0,021894999;0,01854748;-0,001598829;0,196392772;0,055866322;0,018597049;0,039537523;0,137718431;0,081289252;0,074710735;0,043161657;0,135147394;0,031713653;0,090472623;0,044616834
0,003715;-0,034754733;0,007513765;-0,017534345;0,049802429;-0,030036832;-0,056409418;-0,041543361;-0,019008563;-0,116735328;-0,087834115;-0,041673267;-0,034318881;-0,118860113;-0,045647478;-0,04251278;-0,02030973;-0,116174159;-0,0492615;-0,050529279;-0,029766709
0,003715;-0,045896915;-0,019969402;-0,03366126;0,068770175;-0,124455891;-0,073790504;-0,019372027;0,062812848;-0,070773845;-0,082693614;-0,047606897;-0,094190474;-0,1375474;-0,027637182;-0,057065274;-0,019397178;0,002275328;-0,088035126;-0,029276605;-0,027725701
0,003715;0,062166772;0,05027494;0,098504729;-0,127381902;0,219964614;0,162403611;0,054817593;0,043083372;0,162395555;0,097593428;0,103568567;0,091850082;0,250486098;0,125074089;0,093121715;0,044119134;0,110536197;0,08845429;0,029980362;0,042321359
0,003758333;-0,000815644;0,023327163;0,007876105;-0,027500312;0,110261807;0,073123754;0,049659736;0,048550868;0,062559325;0,100242105;0,036544393;0,061935805;0,080673035;0,029912275;0,057676651;0,075476506;-0,04140779;0,121946918;0,046619948;0,034502754
